subject,relation,object,source
Godfather,be,1972,https://en.wikipedia.org/wiki/The_Godfather
Marlon Brando,feature,Al Pacino,https://en.wikipedia.org/wiki/The_Godfather
first,be,Godfather,https://en.wikipedia.org/wiki/The_Godfather
Paramount Pictures,obtain,"80,000",https://en.wikipedia.org/wiki/The_Godfather
first,turn,Coppola,https://en.wikipedia.org/wiki/The_Godfather
New York City,take,Sicily,https://en.wikipedia.org/wiki/The_Godfather
Nino Rota,compose,Carmine Coppola,https://en.wikipedia.org/wiki/The_Godfather
Godfather,premier,the Loew's State Theatre,https://en.wikipedia.org/wiki/The_Godfather
Brando,acclaim,Pacino,https://en.wikipedia.org/wiki/The_Godfather
Godfather,launch,Coppola,https://en.wikipedia.org/wiki/The_Godfather
45th,win,Academy Awards,https://en.wikipedia.org/wiki/The_Godfather
seven,include,Oscar,https://en.wikipedia.org/wiki/The_Godfather
the U.S. National Film Registry of the Library of Congress,select,1990,https://en.wikipedia.org/wiki/The_Godfather
The Godfather Part II,follow,1974,https://en.wikipedia.org/wiki/The_Godfather
Corleone,be,World War II,https://en.wikipedia.org/wiki/The_Godfather
Michael,manage,Santino,https://en.wikipedia.org/wiki/The_Godfather
Connie,introduce,Carlo Rizzi,https://en.wikipedia.org/wiki/The_Godfather
Vito,refuse,"Virgil ""The Turk"" Sollozzo",https://en.wikipedia.org/wiki/The_Godfather
Sollozzo,have,Tattaglia,https://en.wikipedia.org/wiki/The_Godfather
Vito,take,Sonny,https://en.wikipedia.org/wiki/The_Godfather
Michael,have,Tattaglia,https://en.wikipedia.org/wiki/The_Godfather
NYPD,arrest,McCluskey,https://en.wikipedia.org/wiki/The_Godfather
Michael,arrange,Sollozzo,https://en.wikipedia.org/wiki/The_Godfather
Michael,flee,Sicily,https://en.wikipedia.org/wiki/The_Godfather
New York,break,the Five Families,https://en.wikipedia.org/wiki/The_Godfather
Sonny,receive,Connie,https://en.wikipedia.org/wiki/The_Godfather
Sonny,order,Fredo,https://en.wikipedia.org/wiki/The_Godfather
Family,negotiate,Michael,https://en.wikipedia.org/wiki/The_Godfather
Michael,survive,Sicily,https://en.wikipedia.org/wiki/The_Godfather
Kay,marry,Corleone,https://en.wikipedia.org/wiki/The_Godfather
Michael,visit,Las Vegas,https://en.wikipedia.org/wiki/The_Godfather
Michael,offer,Greene,https://en.wikipedia.org/wiki/The_Godfather
Moe,reprimand,Michael,https://en.wikipedia.org/wiki/The_Godfather
Vito,suspect,Barzini,https://en.wikipedia.org/wiki/The_Godfather
Michael,discuss,Corleone,https://en.wikipedia.org/wiki/The_Godfather
Vito,die,Michael,https://en.wikipedia.org/wiki/The_Godfather
Corleone,ask,Salvatore Tessio,https://en.wikipedia.org/wiki/The_Godfather
Michael,carry,Michael,https://en.wikipedia.org/wiki/The_Godfather
Michael,order,Clemenza,https://en.wikipedia.org/wiki/The_Godfather
Connie,accuse,Michael,https://en.wikipedia.org/wiki/The_Godfather
Kay,deny,Michael,https://en.wikipedia.org/wiki/The_Godfather
Kay,kiss,Clemenza,https://en.wikipedia.org/wiki/The_Godfather
Marlon Brando,cast,Vito Corleone,https://en.wikipedia.org/wiki/The_Godfather
Tere Livrano,Livrano,Theresa Hagen,https://en.wikipedia.org/wiki/The_Godfather
Tom Rosqui,include,Rocco Lampone,https://en.wikipedia.org/wiki/The_Godfather
Francis Ford Coppola's,appear,Sofia,https://en.wikipedia.org/wiki/The_Godfather
1969,become,several years.[13,https://en.wikipedia.org/wiki/The_Godfather
Burt Lancaster,express,Danny Thomas,https://en.wikipedia.org/wiki/The_Godfather
Paramount Pictures,find,Puzo,https://en.wikipedia.org/wiki/The_Godfather
Bart,believe,Mafia,https://en.wikipedia.org/wiki/The_Godfather
Puzo,be,Puzo,https://en.wikipedia.org/wiki/The_Godfather
Paramount,relate,Robert Evans,https://en.wikipedia.org/wiki/The_Godfather
March 1967,announce,Paramount,https://en.wikipedia.org/wiki/The_Godfather
1969,confirm,Paramount,https://en.wikipedia.org/wiki/The_Godfather
"March 23, 1970",announce,Albert S. Ruddy,https://en.wikipedia.org/wiki/The_Godfather
Paramount,believe,The Brotherhood,https://en.wikipedia.org/wiki/The_Godfather
Sergio Leone,be,Paramount,https://en.wikipedia.org/wiki/The_Godfather
Leone,turn,Once Upon a Time in America.[26][27,https://en.wikipedia.org/wiki/The_Godfather
Peter Yates,offer,Richard Brooks,https://en.wikipedia.org/wiki/The_Godfather
Evans,suggest,Peter Bart,https://en.wikipedia.org/wiki/The_Godfather
Coppola,turn,Puzo,https://en.wikipedia.org/wiki/The_Godfather
Coppola,owe,"American Zoetrope,[36",https://en.wikipedia.org/wiki/The_Godfather
Coppola,announce,"September 28, 1970.[40",https://en.wikipedia.org/wiki/The_Godfather
Coppola,agree,"125,000",https://en.wikipedia.org/wiki/The_Godfather
Coppola,go,Paramount,https://en.wikipedia.org/wiki/The_Godfather
The Brotherhood,exceed,Paramount,https://en.wikipedia.org/wiki/The_Godfather
$2.5 million,be,Coppola,https://en.wikipedia.org/wiki/The_Godfather
Paramount,want,Kansas City,https://en.wikipedia.org/wiki/The_Godfather
Coppola,object,the 1940s,https://en.wikipedia.org/wiki/The_Godfather
Coppola,include,Michael Corleone's,https://en.wikipedia.org/wiki/The_Godfather
Coppola,let,New York City,https://en.wikipedia.org/wiki/The_Godfather
Coppola,fall,Paramount,https://en.wikipedia.org/wiki/The_Godfather
Paramount,have,Jack Ballard,https://en.wikipedia.org/wiki/The_Godfather
Coppola,state,Paramount,https://en.wikipedia.org/wiki/The_Godfather
Coppola,be,Evans,https://en.wikipedia.org/wiki/The_Godfather
Coppola,convince,Aram Avakian,https://en.wikipedia.org/wiki/The_Godfather
Avakian,complain,Evans,https://en.wikipedia.org/wiki/The_Godfather
Evans,be,the West Coast,https://en.wikipedia.org/wiki/The_Godfather
Brando,threaten,Coppola,https://en.wikipedia.org/wiki/The_Godfather
Paramount,want,Coppola,https://en.wikipedia.org/wiki/The_Godfather
Coppola,reveal,Connie,https://en.wikipedia.org/wiki/The_Godfather
Coppola,want,Puzo,https://en.wikipedia.org/wiki/The_Godfather
Coppola,work,Puzo,https://en.wikipedia.org/wiki/The_Godfather
Puzo,work,Los Angeles,https://en.wikipedia.org/wiki/The_Godfather
Coppola,create,Puzo,https://en.wikipedia.org/wiki/The_Godfather
fifty,make,Italian,https://en.wikipedia.org/wiki/The_Godfather
second,complete,"March 1, 1971",https://en.wikipedia.org/wiki/The_Godfather
"March 29, 1971,[57",finish,163,https://en.wikipedia.org/wiki/The_Godfather
third,write,Italian-American,https://en.wikipedia.org/wiki/The_Godfather
Coppola,claim,Puzo,https://en.wikipedia.org/wiki/The_Godfather
August 1971,reveal,Ruddy,https://en.wikipedia.org/wiki/The_Godfather
Ruddy,hold,Anthony Colombo.[69,https://en.wikipedia.org/wiki/The_Godfather
Anthony Colombo,report,Ruddy,https://en.wikipedia.org/wiki/The_Godfather
Puzo,be,Paramount,https://en.wikipedia.org/wiki/The_Godfather
Brando,be,Alice Marchak,https://en.wikipedia.org/wiki/The_Godfather
Coppola,favor,Brando,https://en.wikipedia.org/wiki/The_Godfather
Evans,push,Carlo Ponti,https://en.wikipedia.org/wiki/The_Godfather
Bluhdorn,propose,Charles Bronson,https://en.wikipedia.org/wiki/The_Godfather
George C. Scott,be,Richard Conte,https://en.wikipedia.org/wiki/The_Godfather
Welles,require,Puzo,https://en.wikipedia.org/wiki/The_Godfather
Coppola,want,Brando,https://en.wikipedia.org/wiki/The_Godfather
Coppola,place,Brando,https://en.wikipedia.org/wiki/The_Godfather
Brando,impress,Coppola,https://en.wikipedia.org/wiki/The_Godfather
Brando,earn,$1.6 million,https://en.wikipedia.org/wiki/The_Godfather
Coppola,get,Duvall,https://en.wikipedia.org/wiki/The_Godfather
Al Martino,notify,Johnny Fontane,https://en.wikipedia.org/wiki/The_Godfather
Martino,contact,Albert S. Ruddy,https://en.wikipedia.org/wiki/The_Godfather
Martino,strip,Coppola,https://en.wikipedia.org/wiki/The_Godfather
Martino,go,Russell Bufalino,https://en.wikipedia.org/wiki/The_Godfather
Frank Sinatra,give,Las Vegas,https://en.wikipedia.org/wiki/The_Godfather
John Cazale,give,Fredo Corleone,https://en.wikipedia.org/wiki/The_Godfather
Gianni Russo,have,Carlo Rizzi,https://en.wikipedia.org/wiki/The_Godfather
Paramount,want,Warren Beatty,https://en.wikipedia.org/wiki/The_Godfather
2000,recall,Robert Evans,https://en.wikipedia.org/wiki/The_Godfather
Evans,study,Michael Corleone,https://en.wikipedia.org/wiki/The_Godfather
Ali MacGraw,come,Evans,https://en.wikipedia.org/wiki/The_Godfather
Le Parrain,carry,The Godfather,https://en.wikipedia.org/wiki/The_Godfather
Delon,fit,Coppola,https://en.wikipedia.org/wiki/The_Godfather
Delon,have,English,https://en.wikipedia.org/wiki/The_Godfather
Evans,turn,Ryan O'Neal,https://en.wikipedia.org/wiki/The_Godfather
Pacino,be,Coppola,https://en.wikipedia.org/wiki/The_Godfather
Paramount,find,Pacino,https://en.wikipedia.org/wiki/The_Godfather
Dustin Hoffman,audition,Martin Sheen,https://en.wikipedia.org/wiki/The_Godfather
Keaton,read,Caan,https://en.wikipedia.org/wiki/The_Godfather
Burt Reynolds,offer,Michael,https://en.wikipedia.org/wiki/The_Godfather
Jack Nicholson,offer,Italian,https://en.wikipedia.org/wiki/The_Godfather
Caan,receive,Paramount,https://en.wikipedia.org/wiki/The_Godfather
Coppola,urge,Al Ruddy,https://en.wikipedia.org/wiki/The_Godfather
Pacino,give,Michael,https://en.wikipedia.org/wiki/The_Godfather
Evans,prefer,Caan,https://en.wikipedia.org/wiki/The_Godfather
Pacino,envision,Michael Corleone,https://en.wikipedia.org/wiki/The_Godfather
Michael Corleone,contract,Pacino,https://en.wikipedia.org/wiki/The_Godfather
Robert De Niro,give,Paulie Gatto.[113][80,https://en.wikipedia.org/wiki/The_Godfather
The Gang That Couldn't Shoot Straight,open,Al Pacino,https://en.wikipedia.org/wiki/The_Godfather
De Niro,cast,Sonny Corleone.[115][116][117,https://en.wikipedia.org/wiki/The_Godfather
De Niro,give,Johnny Martino,https://en.wikipedia.org/wiki/The_Godfather
Talia Shire,give,Connie Corleone.[125][126,https://en.wikipedia.org/wiki/The_Godfather
Sofia,appear,Michael Francis Rizzi,https://en.wikipedia.org/wiki/The_Godfather
Coppola,appear,two,https://en.wikipedia.org/wiki/The_Godfather
Ruddy,earn,the Italian-American Civil Rights League,https://en.wikipedia.org/wiki/The_Godfather
"March 29, 1971",schedule,Michael Corleone,https://en.wikipedia.org/wiki/The_Godfather
March 23,materialize,Ruddy,https://en.wikipedia.org/wiki/The_Godfather
New York,continue,"July 2, 1971.[134][135",https://en.wikipedia.org/wiki/The_Godfather
Coppola,ask,three-week,https://en.wikipedia.org/wiki/The_Godfather
Sicily,announce,Paramount,https://en.wikipedia.org/wiki/The_Godfather
Gordon Willis,turn,The Godfather,https://en.wikipedia.org/wiki/The_Godfather
Willis,agree,Coppola,https://en.wikipedia.org/wiki/The_Godfather
Willis,choose,Coppola,https://en.wikipedia.org/wiki/The_Godfather
Sicily,involve,New York,https://en.wikipedia.org/wiki/The_Godfather
the Beverly Estate,contest,Sands Point Preserve,https://en.wikipedia.org/wiki/The_Godfather
June 22,shoot,Sonny,https://en.wikipedia.org/wiki/The_Godfather
Sonny,be,1941,https://en.wikipedia.org/wiki/The_Godfather
three days,shoot,Coppola,https://en.wikipedia.org/wiki/The_Godfather
Filmways,film,East Harlem.[154,https://en.wikipedia.org/wiki/The_Godfather
California,film,Sicily,https://en.wikipedia.org/wiki/The_Godfather
Savoca,be,Forza d'Agrò,https://en.wikipedia.org/wiki/The_Godfather
Staten Island,shoot,almost 750,https://en.wikipedia.org/wiki/The_Godfather
Corleone,be,Todt Hill,https://en.wikipedia.org/wiki/The_Godfather
Corleone,focus,Mott Street.[153][159,https://en.wikipedia.org/wiki/The_Godfather
September,viewed.[161,first,https://en.wikipedia.org/wiki/The_Godfather
November,finish,Coppola,https://en.wikipedia.org/wiki/The_Godfather
Paramount,show,late December 1971,https://en.wikipedia.org/wiki/The_Godfather
Italian,hire,Nino Rota,https://en.wikipedia.org/wiki/The_Godfather
Rota,synthesize,1958,https://en.wikipedia.org/wiki/The_Godfather
Paramount,use,Evans,https://en.wikipedia.org/wiki/The_Godfather
Coppola,believe,Rota,https://en.wikipedia.org/wiki/The_Godfather
Coppola,create,Carmine,https://en.wikipedia.org/wiki/The_Godfather
C'è la luna mezzo mare,include,Cherubino,https://en.wikipedia.org/wiki/The_Godfather
1972,be,Paramount Records,https://en.wikipedia.org/wiki/The_Godfather
31 minutes,contain,Rota,https://en.wikipedia.org/wiki/The_Godfather
AllMusic,give,five,https://en.wikipedia.org/wiki/The_Godfather
Filmtracks,believe,Rota,https://en.wikipedia.org/wiki/The_Godfather
Bach,play,Prelude,https://en.wikipedia.org/wiki/The_Godfather
$15 million,make,over 400,https://en.wikipedia.org/wiki/The_Godfather
"The following day,[36",open,five,https://en.wikipedia.org/wiki/The_Godfather
the Imperial Theatre,be,March 17[180,https://en.wikipedia.org/wiki/The_Godfather
Godfather,release,"March 24, 1972",https://en.wikipedia.org/wiki/The_Godfather
The Godfather,debut,American,https://en.wikipedia.org/wiki/The_Godfather
first,air,half,https://en.wikipedia.org/wiki/The_Godfather
Nielsen,attract,38.2,https://en.wikipedia.org/wiki/The_Godfather
The next year,create,Coppola,https://en.wikipedia.org/wiki/The_Godfather
1981,release,Paramount,https://en.wikipedia.org/wiki/The_Godfather
The Godfather Trilogy,release,1992,https://en.wikipedia.org/wiki/The_Godfather
The Godfather Family: A Look Inside,be,73-minute,https://en.wikipedia.org/wiki/The_Godfather
Jeff Warner,feature,three,https://en.wikipedia.org/wiki/The_Godfather
The Godfather DVD Collection,release,"October 9, 2001",https://en.wikipedia.org/wiki/The_Godfather
Corleone,hold,Godfather,https://en.wikipedia.org/wiki/The_Godfather
2006,contact,Coppola,https://en.wikipedia.org/wiki/The_Godfather
Robert A. Harris,hire,The Godfather,https://en.wikipedia.org/wiki/The_Godfather
November 2006,begin,4,https://en.wikipedia.org/wiki/The_Godfather
Paramount,call,The Godfather,https://en.wikipedia.org/wiki/The_Godfather
Dave Kehr,believe,The New York Times,https://en.wikipedia.org/wiki/The_Godfather
The Godfather: The Coppola Restoration,contain,Paramount Pictures,https://en.wikipedia.org/wiki/The_Godfather
opening day,be,five,https://en.wikipedia.org/wiki/The_Godfather
the weekend,increase,4,https://en.wikipedia.org/wiki/The_Godfather
"61,615",gross,Toronto,https://en.wikipedia.org/wiki/The_Godfather
"454,000",gross,the week,https://en.wikipedia.org/wiki/The_Godfather
its first five days,gross,$6.8 million,https://en.wikipedia.org/wiki/The_Godfather
A week later,reach,"17,291,705[200",https://en.wikipedia.org/wiki/The_Godfather
$8.7 million,gross,April 9,https://en.wikipedia.org/wiki/The_Godfather
18 weeks,gross,one,https://en.wikipedia.org/wiki/The_Godfather
first,proclaim,$100 million,https://en.wikipedia.org/wiki/The_Godfather
one,earn,US,https://en.wikipedia.org/wiki/The_Godfather
Gone with the Wind,displace,Jaws,https://en.wikipedia.org/wiki/The_Godfather
The Godfather,be,"Gulf & Western Industries, Inc.",https://en.wikipedia.org/wiki/The_Godfather
eight,gross,1997,https://en.wikipedia.org/wiki/The_Godfather
Rotten Tomatoes,hold,97%,https://en.wikipedia.org/wiki/The_Godfather
One,read,Hollywood,https://en.wikipedia.org/wiki/The_Godfather
Metacritic,assign,100,https://en.wikipedia.org/wiki/The_Godfather
The Village Voice's,believe,Andrew Sarris,https://en.wikipedia.org/wiki/The_Godfather
Sarris,state,Richard Castellano,https://en.wikipedia.org/wiki/The_Godfather
Pauline Kael,write,The New Yorker,https://en.wikipedia.org/wiki/The_Godfather
Roger Ebert,slide,the Chicago Sun Times,https://en.wikipedia.org/wiki/The_Godfather
Coppola,write,The Godfather,https://en.wikipedia.org/wiki/The_Godfather
Coppola,do,Gordon Willis,https://en.wikipedia.org/wiki/The_Godfather
Ebert,name,The Godfather,https://en.wikipedia.org/wiki/The_Godfather
The Chicago Tribune's,give,Gene Siskel,https://en.wikipedia.org/wiki/The_Godfather
The New York Times,feel,Vincent Canby,https://en.wikipedia.org/wiki/The_Godfather
Stanley Kauffmann,write,The New Republic,https://en.wikipedia.org/wiki/The_Godfather
The Godfather,present,Mafia,https://en.wikipedia.org/wiki/The_Godfather
George De Stefano,argue,Vito,https://en.wikipedia.org/wiki/The_Godfather
Ebert,add,Robert Duvall,https://en.wikipedia.org/wiki/The_Godfather
Coppola,go,Italy,https://en.wikipedia.org/wiki/The_Godfather
Godfather,nominate,seven,https://en.wikipedia.org/wiki/The_Godfather
Rota,announce,March 3,https://en.wikipedia.org/wiki/The_Godfather
Best Picture,be,Best Costume Design,https://en.wikipedia.org/wiki/The_Godfather
Rota,find,The Godfather,https://en.wikipedia.org/wiki/The_Godfather
six,lead,Godfather,https://en.wikipedia.org/wiki/The_Godfather
John Addison's,win,Sleuth,https://en.wikipedia.org/wiki/The_Godfather
The Godfather,win,three,https://en.wikipedia.org/wiki/The_Godfather
Brando,boycott,Golden Globes,https://en.wikipedia.org/wiki/The_Godfather
Brando,send,American,https://en.wikipedia.org/wiki/The_Godfather
Pacino,insult,the Academy Award for Best Supporting Actor,https://en.wikipedia.org/wiki/The_Godfather
Pacino,deny,Sonny Boy,https://en.wikipedia.org/wiki/The_Godfather
Pacino,be,Most Promising Newcomer,https://en.wikipedia.org/wiki/The_Godfather
Rota.[253,be,1998,https://en.wikipedia.org/wiki/The_Godfather
2006,Years,AFI,https://en.wikipedia.org/wiki/The_Godfather
2006,agree,The Writers Guild of America,https://en.wikipedia.org/wiki/The_Godfather
twenty-one,rank,2014,https://en.wikipedia.org/wiki/The_Godfather
2022,come,twelfth,https://en.wikipedia.org/wiki/The_Godfather
Coppola,take,The Godfather Part II,https://en.wikipedia.org/wiki/The_Godfather
Italian-American,conduct,1914 to 2014,https://en.wikipedia.org/wiki/The_Godfather
81 percent,produce,430,https://en.wikipedia.org/wiki/The_Godfather
Godfather,cite,Hollywood,https://en.wikipedia.org/wiki/The_Godfather
Don Vito Corleone's,vote,second,https://en.wikipedia.org/wiki/The_Godfather
French,write,Honoré de Balzac,https://en.wikipedia.org/wiki/The_Godfather
John Wayne,use,Riders of Destiny,https://en.wikipedia.org/wiki/The_Godfather
2014,select,"2,120",https://en.wikipedia.org/wiki/The_Godfather
"Salvatore ""Sammy the Bull"" Gravano",say,Gambino,https://en.wikipedia.org/wiki/The_Godfather
Anthony Fiato,alter,Patriarca,https://en.wikipedia.org/wiki/The_Godfather
2025,report,Times,https://en.wikipedia.org/wiki/The_Godfather
Silvio Dante's,name,Bada Bing,https://en.wikipedia.org/wiki/The_Godfather
Silvio,be,Al Pacino's,https://en.wikipedia.org/wiki/The_Godfather
